PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH
2.00,8E,Bering Air Inc.,15785,WLK,13806,OBU,5
2.00,8E,Bering Air Inc.,15785,WLK,13942,ORV,7
2.00,8E,Bering Air Inc.,15785,WLK,13942,ORV,11
2.00,8E,Bering Air Inc.,15785,WLK,14804,SHG,2
2.00,8E,Bering Air Inc.,15785,WLK,14804,SHG,6
2.00,8E,Bering Air Inc.,15785,WLK,14804,SHG,8
2.00,8E,Bering Air Inc.,15794,WMO,10299,ANC,3
2.00,8E,Bering Air Inc.,15794,WMO,11535,ELI,9
2.00,8E,Bering Air Inc.,15794,WMO,11941,GLV,3
2.00,8E,Bering Air Inc.,15794,WMO,11941,GLV,8
2.00,8E,Bering Air Inc.,15794,WMO,12704,KKA,4
2.00,8E,Bering Air Inc.,15794,WMO,12704,KKA,8
2.00,8E,Bering Air Inc.,15794,WMO,13873,OME,1
2.00,8E,Bering Air Inc.,15794,WMO,13873,OME,8
2.00,8E,Bering Air Inc.,15794,WMO,13873,OME,9
2.00,8E,Bering Air Inc.,15794,WMO,13873,OME,11
2.00,8E,Bering Air Inc.,15794,WMO,15478,UNK,1
2.00,8E,Bering Air Inc.,15794,WMO,15478,UNK,9
2.00,8E,Bering Air Inc.,15861,WTK,12268,IAN,7
2.00,8E,Bering Air Inc.,15861,WTK,14102,PHO,2
2.00,8V,Wright Air Service,10184,AET,10184,AET,7
2.00,8V,Wright Air Service,10184,AET,10783,BTT,10
2.00,8V,Wright Air Service,10184,AET,11630,FAI,2
2.00,8V,Wright Air Service,10184,AET,11630,FAI,12
2.00,8V,Wright Air Service,10184,AET,12235,HUS,11
2.00,8V,Wright Air Service,10184,AET,12235,HUS,12
2.00,8V,Wright Air Service,10225,AIN,13767,NUI,9
2.00,8V,Wright Air Service,10247,AKP,10783,BTT,7
2.00,8V,Wright Air Service,10247,AKP,10783,BTT,9
2.00,8V,Wright Air Service,10247,AKP,11214,CXF,4
2.00,8V,Wright Air Service,10313,ANV,11630,FAI,1
2.00,8V,Wright Air Service,10313,ANV,11630,FAI,3
2.00,8V,Wright Air Service,10313,ANV,11630,FAI,11
2.00,8V,Wright Air Service,10313,ANV,13196,MCG,8
2.00,8V,Wright Air Service,10349,ARC,11630,FAI,9
2.00,8V,Wright Air Service,10349,ARC,11630,FAI,10
2.00,8V,Wright Air Service,10349,ARC,11833,FYU,2
2.00,8V,Wright Air Service,10349,ARC,11833,FYU,11
2.00,8V,Wright Air Service,10349,ARC,15581,VEE,12
2.00,8V,Wright Air Service,10396,ATK,14125,PIZ,5
2.00,8V,Wright Air Service,10754,BRW,10247,AKP,11
2.00,8V,Wright Air Service,10754,BRW,10754,BRW,2
2.00,8V,Wright Air Service,10754,BRW,10775,BTI,9
2.00,8V,Wright Air Service,10754,BRW,11630,FAI,2
2.00,8V,Wright Air Service,10754,BRW,14125,PIZ,2
2.00,8V,Wright Air Service,10775,BTI,10225,AIN,9
2.00,8V,Wright Air Service,10783,BTT,10184,AET,7
2.00,8V,Wright Air Service,10783,BTT,10184,AET,10
2.00,8V,Wright Air Service,10783,BTT,10184,AET,11
2.00,8V,Wright Air Service,10783,BTT,11214,CXF,6
2.00,8V,Wright Air Service,10783,BTT,11214,CXF,7
2.00,8V,Wright Air Service,10783,BTT,11630,FAI,10
2.00,8V,Wright Air Service,11007,CIK,10349,ARC,4
2.00,8V,Wright Air Service,11007,CIK,11630,FAI,5
2.00,8V,Wright Air Service,11007,CIK,11833,FYU,2
2.00,8V,Wright Air Service,11214,CXF,10247,AKP,8
2.00,8V,Wright Air Service,11214,CXF,11214,CXF,7
2.00,8V,Wright Air Service,11381,AA8,14709,SCC,8
2.00,8V,Wright Air Service,11559,ENN,10313,ANV,2
2.00,8V,Wright Air Service,11559,ENN,13676,NIB,2
2.00,8V,Wright Air Service,11630,FAI,10313,ANV,1
2.00,8V,Wright Air Service,11630,FAI,10313,ANV,3
2.00,8V,Wright Air Service,11630,FAI,10313,ANV,9
2.00,8V,Wright Air Service,11630,FAI,10313,ANV,11
2.00,8V,Wright Air Service,11630,FAI,10783,BTT,4
2.00,8V,Wright Air Service,11630,FAI,11214,CXF,3
2.00,8V,Wright Air Service,11630,FAI,11280,DCK,7
2.00,8V,Wright Air Service,11630,FAI,11630,FAI,11
2.00,8V,Wright Air Service,11630,FAI,11702,FLT,9
2.00,8V,Wright Air Service,11630,FAI,11833,FYU,9
2.00,8V,Wright Air Service,11630,FAI,12214,HSL,10
2.00,8V,Wright Air Service,11630,FAI,12370,IRC,1
2.00,8V,Wright Air Service,11630,FAI,12676,KGX,5
2.00,8V,Wright Air Service,11630,FAI,12868,KYU,9
2.00,8V,Wright Air Service,11630,FAI,13196,MCG,3
2.00,8V,Wright Air Service,11630,FAI,13196,MCG,5
2.00,8V,Wright Air Service,11630,FAI,13676,NIB,9
2.00,8V,Wright Air Service,11630,FAI,13806,OBU,2
2.00,8V,Wright Air Service,11630,FAI,14474,RBY,2
2.00,8V,Wright Air Service,11630,FAI,14559,RMP,8
2.00,8V,Wright Air Service,11630,FAI,14559,RMP,10
2.00,8V,Wright Air Service,11630,FAI,14559,RMP,12
2.00,8V,Wright Air Service,11630,FAI,14816,SHX,5
2.00,8V,Wright Air Service,11630,FAI,14816,SHX,7
2.00,8V,Wright Air Service,11630,FAI,14816,SHX,10
2.00,8V,Wright Air Service,11630,FAI,14816,SHX,11
2.00,8V,Wright Air Service,11630,FAI,14816,SHX,11
2.00,8V,Wright Air Service,11630,FAI,15012,STG,9
2.00,8V,Wright Air Service,11630,FAI,15061,SVS,3
2.00,8V,Wright Air Service,11630,FAI,15061,SVS,6
2.00,8V,Wright Air Service,11630,FAI,15124,TAL,9
2.00,8V,Wright Air Service,11630,FAI,15124,TAL,10
2.00,8V,Wright Air Service,11630,FAI,15160,TCT,3
2.00,8V,Wright Air Service,11630,FAI,15160,TCT,3
2.00,8V,Wright Air Service,11630,FAI,15236,TKJ,10
2.00,8V,Wright Air Service,11630,FAI,15581,VEE,8
2.00,8V,Wright Air Service,11630,FAI,15581,VEE,10
2.00,8V,Wright Air Service,11630,FAI,15725,WBQ,5
2.00,8V,Wright Air Service,11630,FAI,15725,WBQ,10
2.00,8V,Wright Air Service,11702,FLT,11630,FAI,9
2.00,8V,Wright Air Service,11833,FYU,10349,ARC,3
2.00,8V,Wright Air Service,11833,FYU,10349,ARC,5
2.00,8V,Wright Air Service,11833,FYU,10349,ARC,8
2.00,8V,Wright Air Service,11833,FYU,10349,ARC,9
2.00,8V,Wright Air Service,11833,FYU,10349,ARC,9
2.00,8V,Wright Air Service,11833,FYU,10349,ARC,11
2.00,8V,Wright Air Service,11833,FYU,11007,CIK,5
2.00,8V,Wright Air Service,11833,FYU,11007,CIK,9
2.00,8V,Wright Air Service,11833,FYU,12621,KBC,3
2.00,8V,Wright Air Service,11833,FYU,12621,KBC,7
2.00,8V,Wright Air Service,11833,FYU,12621,KBC,9
2.00,8V,Wright Air Service,11833,FYU,15581,VEE,2
2.00,8V,Wright Air Service,11833,FYU,15581,VEE,6
2.00,8V,Wright Air Service,11833,FYU,15581,VEE,10
2.00,8V,Wright Air Service,11833,FYU,15581,VEE,11
2.00,8V,Wright Air Service,11833,FYU,15725,WBQ,5
2.00,8V,Wright Air Service,11844,GAL,11844,GAL,7
2.00,8V,Wright Air Service,11844,GAL,12087,HCR,5
2.00,8V,Wright Air Service,11844,GAL,15124,TAL,7
2.00,8V,Wright Air Service,12087,HCR,10313,ANV,2
2.00,8V,Wright Air Service,12087,HCR,10313,ANV,11
2.00,8V,Wright Air Service,12087,HCR,11844,GAL,5
2.00,8V,Wright Air Service,12087,HCR,12676,KGX,1
2.00,8V,Wright Air Service,12087,HCR,12676,KGX,8
2.00,8V,Wright Air Service,12214,HSL,13768,NUL,6
2.00,8V,Wright Air Service,12214,HSL,15124,TAL,6
2.00,8V,Wright Air Service,12235,HUS,10184,AET,3
2.00,8V,Wright Air Service,12235,HUS,10184,AET,6
2.00,8V,Wright Air Service,12235,HUS,10184,AET,7
2.00,8V,Wright Air Service,12235,HUS,12214,HSL,6
2.00,8V,Wright Air Service,12235,HUS,12235,HUS,7
2.00,8V,Wright Air Service,12235,HUS,14804,SHG,11
2.00,8V,Wright Air Service,12615,KAL,13768,NUL,3
2.00,8V,Wright Air Service,12615,KAL,13768,NUL,12
2.00,8V,Wright Air Service,12615,KAL,14474,RBY,1
2.00,8V,Wright Air Service,12621,KBC,11833,FYU,3
2.00,8V,Wright Air Service,12621,KBC,11833,FYU,8
2.00,8V,Wright Air Service,12676,KGX,10313,ANV,11
2.00,8V,Wright Air Service,12676,KGX,11630,FAI,9
2.00,8V,Wright Air Service,12676,KGX,12087,HCR,8
2.00,8V,Wright Air Service,12676,KGX,13196,MCG,4
2.00,8V,Wright Air Service,12868,KYU,11844,GAL,2
2.00,8V,Wright Air Service,12868,KYU,13768,NUL,1
2.00,8V,Wright Air Service,12868,KYU,13768,NUL,7
2.00,8V,Wright Air Service,12868,KYU,13768,NUL,10
2.00,8V,Wright Air Service,12868,KYU,13768,NUL,12
2.00,8V,Wright Air Service,13016,LMA,12087,HCR,8
2.00,8V,Wright Air Service,13016,LMA,13196,MCG,8
2.00,8V,Wright Air Service,13028,LNI,10754,BRW,6
2.00,8V,Wright Air Service,13196,MCG,13676,NIB,2
2.00,8V,Wright Air Service,13196,MCG,13676,NIB,10
2.00,8V,Wright Air Service,13196,MCG,13676,NIB,11
2.00,8V,Wright Air Service,13196,MCG,13676,NIB,12
2.00,8V,Wright Air Service,13196,MCG,15160,TCT,8
2.00,8V,Wright Air Service,13415,MNT,15581,VEE,7
2.00,8V,Wright Air Service,13676,NIB,11630,FAI,12
2.00,8V,Wright Air Service,13676,NIB,12087,HCR,8
2.00,8V,Wright Air Service,13676,NIB,13196,MCG,2
2.00,8V,Wright Air Service,13676,NIB,13196,MCG,6
2.00,8V,Wright Air Service,13767,NUI,11630,FAI,11
2.00,8V,Wright Air Service,13768,NUL,11559,ENN,2
2.00,8V,Wright Air Service,13768,NUL,12615,KAL,1
2.00,8V,Wright Air Service,13768,NUL,12615,KAL,4
2.00,8V,Wright Air Service,13768,NUL,12615,KAL,11
2.00,8V,Wright Air Service,13768,NUL,12868,KYU,1
2.00,8V,Wright Air Service,14102,PHO,14125,PIZ,8
2.00,8V,Wright Air Service,14125,PIZ,10225,AIN,5
2.00,8V,Wright Air Service,14125,PIZ,10225,AIN,8
2.00,8V,Wright Air Service,14125,PIZ,10225,AIN,11
2.00,8V,Wright Air Service,14125,PIZ,14102,PHO,1
2.00,8V,Wright Air Service,14125,PIZ,14102,PHO,4
2.00,8V,Wright Air Service,14125,PIZ,14102,PHO,5
2.00,8V,Wright Air Service,14125,PIZ,14102,PHO,12
2.00,8V,Wright Air Service,14218,PPC,14218,PPC,7
2.00,8V,Wright Air Service,14474,RBY,11630,FAI,5
2.00,8V,Wright Air Service,14474,RBY,11630,FAI,8
2.00,8V,Wright Air Service,14474,RBY,12214,HSL,1
2.00,8V,Wright Air Service,14474,RBY,12214,HSL,11
2.00,8V,Wright Air Service,14551,RLU,11630,FAI,7
2.00,8V,Wright Air Service,14559,RMP,11630,FAI,10
2.00,8V,Wright Air Service,14804,SHG,11630,FAI,6
2.00,8V,Wright Air Service,14804,SHG,12235,HUS,11
2.00,8V,Wright Air Service,14816,SHX,10313,ANV,1
2.00,8V,Wright Air Service,14816,SHX,10313,ANV,8
2.00,8V,Wright Air Service,14816,SHX,11630,FAI,1
2.00,8V,Wright Air Service,14816,SHX,11630,FAI,2
2.00,8V,Wright Air Service,14816,SHX,11630,FAI,11
2.00,8V,Wright Air Service,14816,SHX,11630,FAI,11
2.00,8V,Wright Air Service,15124,TAL,11630,FAI,5
2.00,8V,Wright Air Service,15124,TAL,11844,GAL,7
2.00,8V,Wright Air Service,15124,TAL,12214,HSL,7
2.00,8V,Wright Air Service,15124,TAL,12214,HSL,8
2.00,8V,Wright Air Service,15160,TCT,11630,FAI,3
2.00,8V,Wright Air Service,15160,TCT,11630,FAI,6
2.00,8V,Wright Air Service,15581,VEE,11559,ENN,2
2.00,8V,Wright Air Service,15599,VIK,11630,FAI,9
2.00,8V,Wright Air Service,15725,WBQ,11630,FAI,5
2.00,8V,Wright Air Service,15725,WBQ,11630,FAI,8
2.00,8V,Wright Air Service,15725,WBQ,11630,FAI,12
2.00,8V,Wright Air Service,15725,WBQ,11833,FYU,4
2.00,9E,Endeavor Air Inc.,10821,BWI,12953,LGA,5
2.00,9E,Endeavor Air Inc.,12264,IAD,12953,LGA,6
2.00,9E,Endeavor Air Inc.,12264,IAD,12953,LGA,7
2.00,9E,Endeavor Air Inc.,13303,MIA,10397,ATL,1
2.00,9K,"Hyannis Air Service, Inc. dba Cape Air",10154,ACK,12478,JFK,5
2.00,9K,"Hyannis Air Service, Inc. dba Cape Air",12197,HPN,12250,HYA,6
2.00,9K,"Hyannis Air Service, Inc. dba Cape Air",12250,HYA,13541,MVY,3
2.00,9K,"Hyannis Air Service, Inc. dba Cape Air",13541,MVY,12250,HYA,2
2.00,9K,"Hyannis Air Service, Inc. dba Cape Air",13541,MVY,12250,HYA,3
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",10910,CCR,14869,SLC,7
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",11041,CLD,12889,LAS,2
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",11041,CLD,13796,OAK,11
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",11041,CLD,13796,OAK,12
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",11041,CLD,14967,SQL,5
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",11554,EMT,14967,SQL,5
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",11638,FAT,15232,TKF,6
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",12127,HHR,13476,MRY,4
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",12173,HNL,12402,ITO,1
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",12173,HNL,13830,OGG,5
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",12173,HNL,13830,OGG,7
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",12173,HNL,13830,OGG,8
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",12247,HWD,14689,SBA,1
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",12492,JHM,13830,OGG,8
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",12758,KOA,13830,OGG,4
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",12758,KOA,13830,OGG,7
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",13192,MCC,14698,SBP,8
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",13295,MHR,15589,VGT,4
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",13295,MHR,15589,VGT,11
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",13348,MKL,10397,ATL,9
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",13476,MRY,12127,HHR,5
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",13476,MRY,14689,SBA,6
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",13476,MRY,15232,TKF,3
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",13476,MRY,15601,VIS,8
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14011,PAO,14489,RDM,10
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14262,PSP,10327,APC,7
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14262,PSP,10910,CCR,4
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14262,PSP,10910,CCR,5
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14262,PSP,12892,LAX,5
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14262,PSP,14689,SBA,10
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14262,PSP,15383,TVL,4
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14489,RDM,14011,PAO,10
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14570,RNO,14967,SQL,12
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14689,SBA,12247,HWD,1
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14689,SBA,13476,MRY,6
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14689,SBA,14262,PSP,10
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14689,SBA,14831,SJC,1
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14712,SCF,13295,MHR,12
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14712,SCF,14689,SBA,1
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14744,SDX,11041,CLD,6
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14771,SFO,11041,CLD,5
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14831,SJC,15434,UDD,4
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14898,SMO,14262,PSP,4
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14898,SMO,15498,UT1,4
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14898,SMO,15498,UT1,8
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14908,SNA,10910,CCR,8
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14908,SNA,13264,MFR,9
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14908,SNA,14712,SCF,3
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14908,SNA,14967,SQL,6
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14967,SQL,14908,SNA,6
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",14967,SQL,15618,VNY,9
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15041,SUN,10327,APC,9
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15041,SUN,14967,SQL,4
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15232,TKF,13476,MRY,8
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15232,TKF,14011,PAO,9
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15232,TKF,15589,VGT,3
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15325,TRM,15618,VNY,1
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15325,TRM,15618,VNY,8
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15325,TRM,15618,VNY,10
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15325,TRM,15618,VNY,12
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15376,TUS,14908,SNA,3
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15383,TVL,12127,HHR,6
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15383,TVL,14262,PSP,4
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15434,UDD,14570,RNO,5
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15434,UDD,14831,SJC,2
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15498,UT1,14898,SMO,4
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15498,UT1,14898,SMO,8
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15589,VGT,13295,MHR,4
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15618,VNY,14011,PAO,3
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15618,VNY,14236,PRB,9
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15618,VNY,15325,TRM,2
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15618,VNY,15325,TRM,3
2.00,9X,"Southern Airways Express, dba Mokulele Airlines",15618,VNY,15325,TRM,9
2.00,AA,American Airlines Inc.,10155,ACT,11298,DFW,5
2.00,AA,American Airlines Inc.,10529,BDL,10721,BOS,12
2.00,AA,American Airlines Inc.,10599,BHM,10693,BNA,5
2.00,AA,American Airlines Inc.,10792,BUF,11618,EWR,6
2.00,AA,American Airlines Inc.,10868,CAE,10423,AUS,5
2.00,AA,American Airlines Inc.,10868,CAE,11057,CLT,5
2.00,AA,American Airlines Inc.,11292,DEN,13851,OKC,5
2.00,AA,American Airlines Inc.,12892,LAX,12266,IAH,5
2.00,AA,American Airlines Inc.,12953,LGA,15370,TUL,6
2.00,AA,American Airlines Inc.,13230,MDT,14100,PHL,6
2.00,AA,American Airlines Inc.,13303,MIA,12992,LIT,5
2.00,AA,American Airlines Inc.,13931,ORF,10423,AUS,5
2.00,AA,American Airlines Inc.,14027,PBI,12339,IND,5
2.00,AA,American Airlines Inc.,14122,PIT,14492,RDU,7
2.00,AA,American Airlines Inc.,14193,PNS,12266,IAH,6
2.00,AA,American Airlines Inc.,14492,RDU,14524,RIC,7
2.00,AA,American Airlines Inc.,14869,SLC,12441,JAC,3
2.00,AN,"ADVANCED AIR, LLC",10327,APC,12127,HHR,8
2.00,AN,"ADVANCED AIR, LLC",10327,APC,14262,PSP,3
2.00,AN,"ADVANCED AIR, LLC",10327,APC,14898,SMO,11
2.00,AN,"ADVANCED AIR, LLC",10423,AUS,12127,HHR,5
2.00,AN,"ADVANCED AIR, LLC",10559,BFI,12264,IAD,9
2.00,AN,"ADVANCED AIR, LLC",10630,BJC,15325,TRM,12
2.00,AN,"ADVANCED AIR, LLC",10731,BQK,15618,VNY,10
2.00,AN,"ADVANCED AIR, LLC",10857,C01,11627,RBK,4
2.00,AN,"ADVANCED AIR, LLC",10910,CCR,11041,CLD,11
2.00,AN,"ADVANCED AIR, LLC",10958,CFT,15051,SVC,6
2.00,AN,"ADVANCED AIR, LLC",10979,CGZ,15618,VNY,4
2.00,AN,"ADVANCED AIR, LLC",11041,CLD,13105,LUK,10
2.00,AN,"ADVANCED AIR, LLC",11041,CLD,15434,UDD,4
2.00,AN,"ADVANCED AIR, LLC",11085,CNM,13072,LRU,1
2.00,AN,"ADVANCED AIR, LLC",11259,DAL,12902,LBL,3
2.00,AN,"ADVANCED AIR, LLC",11450,DVT,14107,PHX,3
2.00,AN,"ADVANCED AIR, LLC",11450,DVT,14107,PHX,5
2.00,AN,"ADVANCED AIR, LLC",11540,ELP,14674,SAF,7
2.00,AN,"ADVANCED AIR, LLC",11603,EUG,12127,HHR,7
2.00,AN,"ADVANCED AIR, LLC",11627,RBK,10857,C01,4
2.00,AN,"ADVANCED AIR, LLC",11719,FNL,12127,HHR,8
2.00,AN,"ADVANCED AIR, LLC",11775,FSD,15325,TRM,12
2.00,AN,"ADVANCED AIR, LLC",11803,FVG,12127,HHR,4
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,10327,APC,3
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,10423,AUS,5
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,11603,EUG,6
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,11719,FNL,8
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,11803,FVG,4
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,12211,HSH,2
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,12297,IGM,1
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,12297,IGM,5
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,12297,IGM,8
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,12297,IGM,12
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,13388,MMH,9
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,13829,OGD,5
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,13829,OGD,9
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,14011,PAO,4
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,14236,PRB,11
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,14262,PSP,5
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,14262,PSP,10
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,14674,SAF,12
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,14869,SLC,9
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,15023,STS,6
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,15023,STS,12
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,15325,TRM,6
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,15434,UDD,3
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,15434,UDD,5
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,15434,UDD,11
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,15498,UT1,6
2.00,AN,"ADVANCED AIR, LLC",12127,HHR,16817,NV6,2
2.00,AN,"ADVANCED AIR, LLC",12136,HIO,15325,TRM,12
2.00,AN,"ADVANCED AIR, LLC",12211,HSH,13194,MCE,1
2.00,AN,"ADVANCED AIR, LLC",12297,IGM,12127,HHR,8
2.00,AN,"ADVANCED AIR, LLC",12297,IGM,12889,LAS,1
2.00,AN,"ADVANCED AIR, LLC",12441,JAC,11041,CLD,12
2.00,AN,"ADVANCED AIR, LLC",12441,JAC,13487,MSP,9
2.00,AN,"ADVANCED AIR, LLC",12889,LAS,12127,HHR,1
2.00,AN,"ADVANCED AIR, LLC",12889,LAS,12127,HHR,3
2.00,AN,"ADVANCED AIR, LLC",12889,LAS,12127,HHR,5
2.00,AN,"ADVANCED AIR, LLC",12889,LAS,12127,HHR,12
2.00,AN,"ADVANCED AIR, LLC",12892,LAX,11041,CLD,7
2.00,AN,"ADVANCED AIR, LLC",12892,LAX,12264,IAD,2
2.00,AN,"ADVANCED AIR, LLC",12892,LAX,13194,MCE,1
2.00,AN,"ADVANCED AIR, LLC",12892,LAX,15167,TEB,9
2.00,AN,"ADVANCED AIR, LLC",12892,LAX,15325,TRM,10
2.00,AN,"ADVANCED AIR, LLC",12902,LBL,15618,VNY,3
2.00,AN,"ADVANCED AIR, LLC",12954,LGB,13194,MCE,1
2.00,AN,"ADVANCED AIR, LLC",12954,LGB,13194,MCE,4
2.00,AN,"ADVANCED AIR, LLC",13072,LRU,11085,CNM,1
2.00,AN,"ADVANCED AIR, LLC",13072,LRU,17008,2NJ,1
2.00,AN,"ADVANCED AIR, LLC",13105,LUK,11041,CLD,10
2.00,AN,"ADVANCED AIR, LLC",13194,MCE,12954,LGB,12
2.00,AN,"ADVANCED AIR, LLC",13194,MCE,13194,MCE,2
2.00,AN,"ADVANCED AIR, LLC",13295,MHR,14679,SAN,10
2.00,AN,"ADVANCED AIR, LLC",13341,MKC,15325,TRM,12
2.00,AN,"ADVANCED AIR, LLC",13476,MRY,10857,C01,10
2.00,AN,"ADVANCED AIR, LLC",13476,MRY,14689,SBA,8
2.00,AN,"ADVANCED AIR, LLC",13771,NUQ,15618,VNY,10
2.00,AN,"ADVANCED AIR, LLC",13796,OAK,15618,VNY,4
2.00,AN,"ADVANCED AIR, LLC",13829,OGD,12127,HHR,5
2.00,AN,"ADVANCED AIR, LLC",13829,OGD,12127,HHR,9
2.00,AN,"ADVANCED AIR, LLC",14011,PAO,14898,SMO,4
2.00,AN,"ADVANCED AIR, LLC",14081,PGA,12127,HHR,11
2.00,AN,"ADVANCED AIR, LLC",14081,PGA,15618,VNY,3
2.00,AN,"ADVANCED AIR, LLC",14107,PHX,11450,DVT,1
2.00,AN,"ADVANCED AIR, LLC",14107,PHX,11450,DVT,3
2.00,AN,"ADVANCED AIR, LLC",14107,PHX,11450,DVT,5
2.00,AN,"ADVANCED AIR, LLC",14107,PHX,12892,LAX,2
2.00,AN,"ADVANCED AIR, LLC",14107,PHX,14081,PGA,9
2.00,AN,"ADVANCED AIR, LLC",14107,PHX,14107,PHX,9
2.00,AN,"ADVANCED AIR, LLC",14107,PHX,14831,SJC,2
